id,name,model,dateOfCreation,color,price
3456,Ford,3 Series,2000-10-16,SlateBlue,74941.69
3457,Honda,F-150,2020-01-01,MediumAquaMarine,58048.51
3458,Honda,A4,1999-09-12,MediumPurple,65635.66
3459,Chevrolet,Model S,2001-11-12,NavajoWhite,57033.94
3460,Nissan,Golf,2004-07-08,SeaShell,27738.2
3461,BMW,Corolla,2017-10-05,DeepPink,18656.37
3462,Honda,Silverado,2020-04-10,PaleTurquoise,29649.22
3463,Chevrolet,Model S,2015-09-19,RosyBrown,9780.76
3464,Tesla,F-150,1998-03-04,BlanchedAlmond,32527.29
3465,Mercedes-Benz,Civic,2003-03-05,Orchid,40295.49
3466,Audi,C-Class,1994-06-02,SlateGray,65717.42
3467,Honda,F-150,2000-05-06,Thistle,66782.6
3468,Volkswagen,Silverado,2009-01-27,Olive,28392.98
3469,BMW,F-150,2019-05-02,Tomato,42209.15
3470,Mercedes-Benz,A4,2023-01-28,Cornsilk,38142.65
3471,Toyota,Civic,2008-01-19,MediumAquaMarine,50716.24
3472,Audi,Model S,2003-08-17,PaleVioletRed,58378.95
3473,Volkswagen,Altima,2019-06-04,LightSeaGreen,73677.44
3474,Nissan,Silverado,1998-01-27,LimeGreen,75417.04
3475,Chevrolet,Altima,2008-04-27,OldLace,77508.11
3476,Ford,A4,2010-10-10,DarkRed,6519.89
3477,Toyota,F-150,1999-10-30,Gainsboro,6788.7
3478,Audi,Corolla,1995-06-17,Azure,61502.78
3479,Mercedes-Benz,C-Class,2011-10-29,DarkSlateGray,68988.74
3480,Nissan,Corolla,2000-11-17,Khaki,44029.36
3481,Mercedes-Benz,Golf,1997-07-24,HoneyDew,12640.34
3482,Chevrolet,C-Class,2012-09-24,DarkSeaGreen,57451.65
3483,Honda,C-Class,2001-05-25,Linen,23889.75
3484,Ford,F-150,2000-08-21,Linen,11936.22
3485,Audi,Model S,1998-04-20,MediumPurple,63287.51
3486,Tesla,Civic,1994-07-30,HotPink,70146.88
3487,Mercedes-Benz,Altima,2016-06-25,LightSlateGray,47158.54
3488,BMW,C-Class,2018-04-07,Gray,16750.72
3489,BMW,F-150,2018-02-22,MediumSeaGreen,10568.72
3490,BMW,Altima,2023-10-20,Indigo,12701.45
3491,Honda,Model S,2016-11-03,Khaki,76536.21
3492,Tesla,C-Class,1995-06-15,IndianRed,68898.82
3493,Mercedes-Benz,Civic,2008-02-05,Black,40415.2
3494,Chevrolet,Golf,2012-04-02,Coral,73940.44
3495,Nissan,Civic,2017-03-13,Red,54285.02
3496,BMW,C-Class,2013-10-06,MediumTurquoise,41856.57
3497,Audi,Civic,2013-07-17,LightGray,49723.42
3498,Honda,Civic,2017-11-26,DarkGoldenRod,48578.89
3499,Mercedes-Benz,Altima,2013-09-29,NavajoWhite,48758.61
3500,Ford,Civic,2007-07-17,MintCream,21612.96
3501,Chevrolet,Civic,2019-05-03,Red,56120.47
3502,Chevrolet,F-150,1995-10-09,Cyan,22449.0
3503,Tesla,Corolla,2001-02-22,SlateBlue,22457.41
3504,Tesla,Altima,2005-02-16,Red,56757.39
3505,Nissan,C-Class,2001-10-29,LawnGreen,61969.95
3506,Mercedes-Benz,Corolla,2011-10-29,Silver,79419.81
3507,Chevrolet,Model S,2023-10-16,Purple,48089.49
3508,Chevrolet,Altima,2014-11-23,Chartreuse,6039.34
3509,Chevrolet,3 Series,2003-12-09,Aqua,34944.09
3510,Toyota,Golf,2022-01-19,LightGray,45304.71
3511,BMW,Golf,2003-06-11,SpringGreen,77114.64
3512,BMW,A4,2012-12-01,Wheat,37296.69
3513,Toyota,Civic,2009-12-09,Linen,7487.26
3514,Tesla,Corolla,1999-09-04,HoneyDew,48642.17
3515,Toyota,Corolla,2002-07-02,Ivory,27778.34
3516,BMW,C-Class,2019-05-25,RosyBrown,60996.25
3517,Ford,Altima,2022-06-18,PaleVioletRed,30203.4
3518,BMW,Model S,2020-08-13,DarkViolet,76917.67
3519,Honda,Silverado,2005-06-12,DarkSlateBlue,61702.25
3520,Honda,Model S,2023-07-15,Chocolate,50515.56
3521,BMW,Model S,1999-05-25,FloralWhite,17059.73
3522,Mercedes-Benz,Silverado,2009-02-03,LightSlateGray,42756.25
3523,Mercedes-Benz,A4,2014-01-24,LavenderBlush,76704.68
3524,Ford,Model S,2011-11-06,Sienna,30570.33
3525,Chevrolet,Golf,2005-05-27,DarkKhaki,35279.05
3526,Chevrolet,Civic,2011-04-06,LightSalmon,44130.75
3527,Nissan,F-150,2000-01-25,GreenYellow,77742.95
3528,BMW,C-Class,1999-02-22,Brown,59206.57
3529,Ford,3 Series,2014-08-20,LightSteelBlue,39322.39
3530,Volkswagen,Golf,2023-05-20,Yellow,47863.65
3531,Volkswagen,Golf,2000-11-30,PaleVioletRed,21733.7
3532,Toyota,C-Class,2014-08-05,Cornsilk,75387.75
3533,Mercedes-Benz,A4,2002-02-13,CornflowerBlue,35090.14
3534,Chevrolet,3 Series,2019-06-20,DodgerBlue,29476.67
3535,Ford,Corolla,1996-04-06,OrangeRed,71194.19
3536,Mercedes-Benz,3 Series,1997-12-21,DarkKhaki,45378.65
3537,Honda,Model S,2019-05-18,DodgerBlue,27432.52
3538,BMW,Civic,1996-08-13,BurlyWood,32650.51
3539,Toyota,C-Class,2007-05-19,LightCyan,28398.81
3540,Tesla,C-Class,2005-10-04,Snow,32028.12
3541,Chevrolet,Golf,2000-12-29,LavenderBlush,69940.45
3542,Honda,Golf,1996-01-24,BlanchedAlmond,37750.16
3543,Volkswagen,Model S,2004-11-11,DarkBlue,61154.08
3544,Volkswagen,Model S,1996-04-16,Red,40199.57
3545,Ford,Corolla,1996-08-06,DarkTurquoise,10674.21
3546,Nissan,3 Series,2020-06-28,WhiteSmoke,43843.59
3547,Chevrolet,Model S,2002-09-26,Tan,72425.24
3548,Honda,Golf,2014-08-02,Blue,22268.93
3549,Nissan,C-Class,2009-03-02,MediumSlateBlue,56901.58
3550,Audi,Corolla,2000-04-11,GreenYellow,15444.18
3551,Ford,Corolla,2009-10-14,MediumSeaGreen,34058.94
3552,Honda,Model S,1998-03-18,MediumSeaGreen,61790.18
3553,Nissan,A4,1999-10-05,Plum,68120.61
3554,Chevrolet,F-150,2002-03-08,Orchid,59318.62
3555,Chevrolet,Silverado,2022-06-10,Pink,66453.8
3556,Toyota,C-Class,2000-11-15,Gray,17941.51
3557,Toyota,Silverado,2013-03-13,Blue,24278.85
3558,Toyota,Model S,2021-01-13,Turquoise,6319.49
3559,Chevrolet,A4,2018-03-08,Orchid,56241.3
3560,Nissan,Golf,2001-12-16,LightSkyBlue,71227.83
3561,Ford,Model S,2020-06-30,Plum,35394.03
3562,Honda,Golf,2001-08-06,DarkTurquoise,51229.41
3563,Audi,A4,2015-04-23,SkyBlue,55071.26
3564,Nissan,Corolla,2012-12-09,Brown,31392.1
3565,Nissan,F-150,2021-01-08,FireBrick,65260.45
3566,BMW,F-150,2008-11-03,DarkGreen,38598.25
3567,Mercedes-Benz,A4,2020-09-09,PapayaWhip,44795.16
3568,Mercedes-Benz,Model S,1997-11-28,Navy,10618.16
3569,Nissan,Corolla,2013-07-19,Tan,18198.95
3570,Tesla,Civic,2012-06-12,HoneyDew,39592.44
3571,BMW,A4,2011-09-17,LightSalmon,43842.72
3572,Audi,Silverado,2021-07-30,Crimson,43839.98
3573,Ford,Altima,2007-02-05,LimeGreen,62979.59
3574,Toyota,Altima,2018-11-26,RoyalBlue,7628.76
3575,Volkswagen,Model S,2022-11-23,Olive,68528.31
3576,Nissan,3 Series,2002-07-04,DeepSkyBlue,71770.3
3577,Honda,C-Class,2005-07-25,Plum,78673.77
3578,Tesla,Altima,1994-11-24,PaleGoldenRod,8635.77
3579,Volkswagen,Corolla,2009-08-24,Peru,23909.57
3580,Volkswagen,A4,2004-06-14,DarkSlateBlue,76201.88
3581,Honda,3 Series,1998-07-06,MediumOrchid,8854.65
3582,Chevrolet,C-Class,1999-07-25,ForestGreen,74182.26
3583,Nissan,Civic,2017-07-12,Blue,5880.78
3584,Volkswagen,Model S,1999-04-05,SlateBlue,44072.23
3585,Toyota,Model S,2023-01-02,YellowGreen,50689.05
3586,Chevrolet,Golf,1997-08-20,Salmon,53151.05
3587,Tesla,Altima,2004-08-28,Yellow,12266.15
3588,Toyota,Silverado,2019-09-26,LightGoldenRodYellow,79392.21
3589,Mercedes-Benz,Silverado,1999-05-27,DarkSeaGreen,20620.76
3590,Tesla,Silverado,1999-12-05,SeaGreen,70459.23
3591,Tesla,Golf,2015-07-05,Sienna,37112.99
3592,Nissan,Silverado,2000-06-17,PaleGreen,24053.05
3593,Honda,A4,2000-03-05,Orchid,67931.23
3594,Nissan,Altima,1994-05-06,Wheat,65834.18
3595,Tesla,Model S,2013-10-11,DodgerBlue,14844.57
3596,Honda,A4,2022-05-28,MediumTurquoise,9144.25
3597,Nissan,Model S,2002-06-22,Teal,23263.34
3598,Volkswagen,Altima,2013-04-08,PowderBlue,26082.26
3599,Ford,Civic,1999-03-27,DarkOrange,33438.42
3600,Toyota,Model S,2012-04-28,Yellow,78900.9
3601,Toyota,Golf,2016-09-15,Chartreuse,38491.96
3602,Audi,Corolla,2015-12-18,LavenderBlush,36295.05
3603,BMW,Civic,2006-11-16,Ivory,52361.59
3604,Tesla,Corolla,2006-12-05,Navy,22819.95
3605,Mercedes-Benz,Golf,2007-03-28,Chocolate,11221.83
3606,Honda,3 Series,2015-04-20,Purple,41460.91
3607,BMW,Altima,2000-10-14,LawnGreen,58407.16
3608,Toyota,Civic,2009-10-11,MediumOrchid,38079.04
3609,Honda,C-Class,2015-12-14,Ivory,16699.08
3610,Tesla,A4,2001-11-16,LightSkyBlue,24944.06
3611,Tesla,3 Series,2017-11-18,MediumAquaMarine,33291.81
3612,Volkswagen,Model S,2019-03-22,Wheat,33705.87
3613,Honda,C-Class,2011-01-01,MediumOrchid,46716.94
3614,Nissan,Silverado,2014-09-24,LightBlue,66941.55
3615,Ford,Civic,2011-12-10,Azure,71728.58
3616,Mercedes-Benz,Silverado,2017-05-11,AntiqueWhite,68388.75
3617,Nissan,Silverado,1999-05-29,Silver,17835.78
3618,Honda,A4,2001-02-16,DeepSkyBlue,40403.64
3619,BMW,Silverado,2018-04-04,Black,21800.35
3620,Nissan,Civic,2022-02-19,GreenYellow,64105.08
3621,Mercedes-Benz,3 Series,2015-12-19,MintCream,23971.98
3622,Nissan,Corolla,2003-09-14,Cyan,79788.97
3623,Nissan,Altima,2021-03-11,Green,25723.62
3624,Honda,F-150,2001-09-19,White,76861.37
3625,Audi,Silverado,1999-09-24,DodgerBlue,34885.28
3626,Honda,Silverado,2020-08-23,LightGoldenRodYellow,45074.98
3627,Honda,A4,2002-09-26,SlateGray,15920.63
3628,Nissan,Corolla,2000-06-23,MediumVioletRed,28049.1
3629,BMW,Civic,2009-02-05,DarkGoldenRod,15050.15
3630,Volkswagen,Corolla,2008-10-24,MistyRose,34744.69
3631,Tesla,Model S,2005-06-12,MintCream,7491.73
3632,Nissan,Silverado,2011-01-15,Cyan,26509.72
3633,Audi,3 Series,1994-11-14,MediumTurquoise,21096.49
3634,Mercedes-Benz,Civic,2016-07-21,Brown,29760.05
3635,Mercedes-Benz,Corolla,1997-08-31,Chocolate,16560.7
3636,BMW,Golf,1999-01-06,MintCream,46714.91
3637,Chevrolet,Civic,2021-12-25,BlueViolet,53020.51
3638,Chevrolet,Corolla,1998-03-20,SaddleBrown,16945.49
3639,Tesla,Golf,1996-08-06,Linen,76912.74
3640,Chevrolet,Silverado,2004-08-26,Tomato,58881.05
3641,Mercedes-Benz,F-150,2023-01-20,LightSalmon,9018.51
3642,Honda,3 Series,2001-09-14,Fuchsia,63228.0
3643,Tesla,C-Class,2000-10-02,LawnGreen,63176.81
3644,Toyota,Golf,2014-12-28,DarkCyan,52889.48
3645,BMW,3 Series,2020-06-01,DarkCyan,28095.9
3646,Volkswagen,Altima,2021-09-10,SeaShell,8352.39
3647,Tesla,3 Series,2001-01-26,OrangeRed,22373.74
3648,BMW,A4,2013-10-21,Moccasin,60389.47
3649,Mercedes-Benz,Corolla,2010-09-03,MistyRose,60665.24
3650,BMW,Corolla,2016-05-12,Chartreuse,6574.8
3651,Nissan,A4,1998-02-28,Bisque,77864.72
3652,Nissan,3 Series,2023-07-29,LightBlue,62857.48
3653,Tesla,Corolla,2023-11-11,Green,11913.01
3654,Chevrolet,Golf,1996-12-24,PaleGoldenRod,53592.0
3655,Ford,Silverado,2001-11-12,Aqua,77990.39
3656,Honda,Altima,1998-02-24,SpringGreen,25338.09
3657,Nissan,3 Series,1998-12-06,MediumTurquoise,29196.43
3658,Honda,3 Series,2015-11-06,Yellow,76445.76
3659,BMW,3 Series,2014-05-01,OliveDrab,13070.46
3660,Nissan,Altima,2023-03-18,LightSalmon,64199.56
3661,Volkswagen,Corolla,1999-01-20,Orchid,78622.0
3662,Audi,A4,2003-09-19,Maroon,40600.27
3663,Ford,Golf,1999-11-26,LightGoldenRodYellow,14832.21
3664,Audi,Silverado,1994-08-21,DarkKhaki,31888.05
3665,Chevrolet,F-150,2021-11-05,PowderBlue,64323.39
3666,Toyota,Civic,1997-04-14,Orange,44685.74
3667,BMW,A4,2002-09-20,Silver,73632.19
3668,Audi,Model S,2005-10-08,Cyan,42532.0
3669,Chevrolet,3 Series,2018-05-30,LightSlateGray,42306.93
3670,Mercedes-Benz,F-150,2003-12-21,PaleTurquoise,20530.49
3671,Honda,Altima,2021-04-13,LightSlateGray,71497.5
3672,Toyota,Model S,2015-05-16,WhiteSmoke,25761.27
3673,Toyota,F-150,2015-12-16,SlateGray,24425.0
3674,Audi,Civic,2011-08-25,MediumOrchid,76023.98
3675,Chevrolet,Civic,2006-02-03,Brown,66233.18
3676,Honda,Model S,1999-05-13,HotPink,14794.37
3677,Ford,Corolla,2016-05-28,PaleVioletRed,8276.81
3678,Nissan,Altima,2023-05-23,Orange,36052.69
3679,Audi,C-Class,2018-09-26,PaleGoldenRod,22491.92
3680,Audi,F-150,2018-02-07,Plum,12899.86
3681,Nissan,3 Series,2000-05-18,Green,33868.14
3682,Honda,Golf,2010-01-13,Ivory,58276.86
3683,Mercedes-Benz,C-Class,1997-12-22,Silver,28230.42
3684,Mercedes-Benz,3 Series,2007-09-09,LightSalmon,9723.71
3685,Ford,Altima,2007-08-28,Fuchsia,70914.65
3686,Honda,C-Class,1995-04-07,SeaShell,71357.39
3687,Chevrolet,Silverado,1996-07-31,Green,33961.44
3688,Tesla,Golf,2005-07-25,BlanchedAlmond,73374.25
3689,Nissan,Silverado,2019-06-14,Red,74026.78
3690,Toyota,3 Series,1997-08-27,HotPink,33609.73
3691,Volkswagen,Civic,2019-02-18,AliceBlue,62917.54
3692,Volkswagen,F-150,2007-11-07,HotPink,77989.05
3693,Audi,A4,2008-02-01,IndianRed,40682.52
3694,Chevrolet,A4,2006-06-17,DarkBlue,50308.97
3695,Ford,Altima,2022-06-01,PaleGoldenRod,63496.58
3696,Toyota,Altima,2001-09-09,CornflowerBlue,13579.88
3697,Honda,3 Series,2006-09-21,DimGray,76254.82
3698,Volkswagen,C-Class,2013-07-06,Sienna,10486.13
3699,Nissan,F-150,2014-08-25,OldLace,16637.22
3700,BMW,Golf,2007-04-08,Chocolate,63969.69
3701,Audi,Golf,2009-11-03,Pink,73373.83
3702,Nissan,Silverado,2018-10-23,BlueViolet,24839.32
3703,Toyota,3 Series,1999-09-19,SeaGreen,72047.32
3704,Nissan,Model S,1995-04-01,DarkMagenta,41501.8
3705,Chevrolet,F-150,2015-02-09,Chocolate,27967.53
3706,Honda,Silverado,2008-08-26,Lime,22957.71
3707,Mercedes-Benz,Model S,1995-05-21,DimGray,37723.44
3708,Mercedes-Benz,C-Class,2003-01-01,LightSalmon,5842.1
3709,BMW,Model S,2002-12-15,Wheat,42756.34
3710,Ford,Model S,1994-12-29,YellowGreen,49698.48
3711,Mercedes-Benz,3 Series,1994-08-11,Coral,29182.0
3712,Mercedes-Benz,Civic,2018-08-02,GreenYellow,50978.35
3713,Chevrolet,Civic,2004-03-22,Brown,43679.86
3714,BMW,C-Class,1995-07-14,Purple,62733.53
3715,Ford,C-Class,2023-08-07,Aqua,70110.55
3716,BMW,Silverado,2022-10-11,White,10735.12
3717,BMW,Silverado,2017-10-16,Aqua,73031.05
3718,Ford,C-Class,2021-06-07,DarkBlue,24132.23
3719,Nissan,Altima,2011-07-23,Pink,73132.03
3720,Volkswagen,F-150,2007-01-01,FloralWhite,62240.07
3721,BMW,Altima,2000-09-02,Gold,31289.59
3722,Nissan,F-150,2023-10-07,Maroon,65560.48
3723,Volkswagen,Corolla,2021-04-15,MediumOrchid,73489.71
3724,Ford,Corolla,1995-08-01,Blue,44697.3
3725,Nissan,C-Class,1995-04-19,LightGray,43287.19
3726,Honda,Silverado,2020-04-24,Fuchsia,28422.33
3727,Mercedes-Benz,Altima,2023-10-02,PaleVioletRed,72588.68
3728,Tesla,F-150,1997-03-21,DarkBlue,53332.38
3729,Nissan,Model S,2013-06-01,Lime,44809.22
3730,Honda,Altima,2008-02-11,DeepPink,12290.94
3731,Toyota,Altima,2000-07-26,Azure,19819.87
3732,Ford,F-150,1999-04-23,Tomato,47242.0
3733,Volkswagen,Civic,2000-12-04,Red,54601.02
3734,Mercedes-Benz,Corolla,1996-08-02,SlateBlue,76672.07
3735,Ford,Altima,1996-08-08,LightYellow,32046.1
3736,Ford,C-Class,2020-08-16,RosyBrown,40177.25
3737,Ford,A4,2013-02-19,DimGray,61140.43
3738,Volkswagen,Corolla,1997-06-09,PaleGreen,20595.48
3739,Chevrolet,Model S,1994-12-31,RoyalBlue,34558.43
3740,Mercedes-Benz,Silverado,2010-04-09,SlateBlue,60574.36
3741,Honda,A4,2016-09-02,SeaShell,75880.43
3742,Audi,Model S,2014-02-01,SeaGreen,7510.0
3743,Ford,Model S,2013-01-13,Tomato,41466.86
3744,Chevrolet,Model S,2014-02-07,SpringGreen,59807.97
3745,Mercedes-Benz,F-150,2015-07-05,LightSteelBlue,12181.35
3746,Mercedes-Benz,Model S,2008-07-20,Violet,61364.55
3747,Toyota,3 Series,2016-07-11,Red,38255.48
3748,Ford,A4,2021-08-19,LavenderBlush,73930.54
3749,Nissan,Civic,2000-06-19,PaleGoldenRod,69141.93
3750,Tesla,Golf,1996-11-12,BurlyWood,32137.27
3751,Ford,Civic,2023-05-25,LightSeaGreen,62178.03
3752,BMW,Golf,2004-10-07,Azure,77181.2
3753,Chevrolet,Model S,2017-12-14,RosyBrown,7505.28
3754,Volkswagen,A4,2007-02-04,Fuchsia,54478.58
3755,Chevrolet,3 Series,2008-03-03,Red,78788.71
3756,Tesla,A4,1994-02-18,Cyan,36144.88
3757,Ford,Altima,2017-05-18,DodgerBlue,56414.23
3758,Ford,3 Series,2011-07-16,HoneyDew,25053.51
3759,Chevrolet,Golf,2006-08-20,DarkRed,32736.29
3760,Audi,Silverado,2011-11-27,LawnGreen,79590.47
3761,BMW,Civic,2020-11-07,BlanchedAlmond,57151.16
3762,Ford,Altima,1995-05-14,MediumPurple,70394.0
3763,Nissan,Civic,1999-11-16,Red,26318.67
3764,Honda,A4,2020-05-24,MediumAquaMarine,8223.91
3765,Nissan,Golf,1996-12-22,FireBrick,30490.93
3766,Ford,Golf,2019-06-22,BlueViolet,66684.5
3767,Honda,Silverado,2019-10-05,Navy,50681.24
3768,Audi,F-150,2005-09-11,MediumAquaMarine,60605.01
3769,Tesla,A4,1996-02-07,Gray,62438.37
3770,Tesla,Corolla,1997-11-06,DarkViolet,43425.87
3771,Tesla,C-Class,2008-08-13,SaddleBrown,60221.49
3772,Tesla,Civic,1996-04-10,DarkSlateBlue,68884.4
3773,Tesla,Civic,2019-01-21,LightCoral,64869.99
3774,Nissan,Civic,2014-07-13,Crimson,27833.88
3775,Toyota,3 Series,2014-01-23,SandyBrown,54397.5
3776,Honda,Corolla,1996-02-01,MediumPurple,53130.08
3777,Audi,3 Series,1994-10-30,Brown,38144.66
3778,Tesla,Corolla,2022-08-16,DarkTurquoise,57672.85
3779,Nissan,C-Class,2023-04-10,MediumSlateBlue,75381.9
3780,Mercedes-Benz,3 Series,2002-11-02,MidnightBlue,24883.65
3781,BMW,Golf,2023-04-28,Blue,28915.5
3782,Chevrolet,Corolla,2000-07-06,Chocolate,19323.48
3783,Ford,Altima,2008-06-08,SteelBlue,32037.16
3784,BMW,3 Series,1995-12-05,HoneyDew,15472.0
3785,Mercedes-Benz,F-150,1995-12-03,Chocolate,49930.71
3786,Toyota,3 Series,1998-03-16,Plum,7233.53
3787,Nissan,3 Series,2004-07-11,RosyBrown,30544.66
3788,Mercedes-Benz,Silverado,2021-02-27,Orange,28126.76
3789,Volkswagen,Corolla,2003-07-12,DimGray,59752.68
3790,Ford,Corolla,1996-04-19,DarkOrchid,42526.19
3791,Honda,F-150,2007-12-31,PaleVioletRed,49026.77
3792,Toyota,Model S,2002-02-26,DarkMagenta,35013.9
3793,Chevrolet,F-150,2009-04-04,ForestGreen,8826.29
3794,BMW,3 Series,2008-09-28,MediumVioletRed,28848.67
3795,Volkswagen,Altima,1999-04-21,Linen,69819.5
3796,Tesla,C-Class,2016-10-20,DimGray,65751.02
3797,Volkswagen,A4,2001-09-07,IndianRed,5748.97
3798,Honda,A4,2021-12-27,Bisque,65086.52
3799,Tesla,Civic,2011-06-05,MediumVioletRed,41089.37
3800,Mercedes-Benz,Model S,1998-03-20,Coral,17207.66
3801,Volkswagen,A4,2008-10-20,Tan,18318.15
3802,Toyota,Corolla,2000-01-06,LavenderBlush,9223.63
3803,Nissan,Altima,2010-10-10,LightSeaGreen,57908.4
3804,BMW,Silverado,2010-11-11,MintCream,78818.5
3805,Honda,Model S,2021-05-22,Gainsboro,56467.0
3806,Mercedes-Benz,F-150,2012-02-17,SlateGray,54462.64
3807,Toyota,C-Class,2019-12-04,BlueViolet,47391.05
3808,Mercedes-Benz,Altima,2010-11-25,PaleVioletRed,21489.69
3809,BMW,Corolla,2011-10-11,MediumOrchid,68236.24
3810,Ford,3 Series,2007-04-20,LimeGreen,27999.13
3811,Ford,Civic,2004-02-24,MediumSpringGreen,75592.44
3812,Mercedes-Benz,Model S,1997-10-02,DarkSlateGray,57436.06
3813,Mercedes-Benz,C-Class,1995-03-04,MidnightBlue,62088.74
3814,Honda,A4,2002-12-11,HoneyDew,12282.16
3815,Honda,C-Class,2012-01-08,DarkSlateBlue,10316.58
3816,Audi,Silverado,2014-10-09,DodgerBlue,35775.36
3817,Ford,F-150,1996-08-21,MediumSeaGreen,10997.53
3818,Ford,Silverado,2003-09-02,PaleVioletRed,36272.53
3819,Ford,Altima,2021-09-11,AliceBlue,41360.9
3820,Nissan,Golf,2007-06-07,DimGray,10965.96
3821,Chevrolet,Corolla,2019-04-21,SteelBlue,59435.54
3822,Toyota,Civic,1997-11-12,LightSeaGreen,32066.04
3823,Chevrolet,Model S,2019-06-26,LightSeaGreen,52215.94
3824,Mercedes-Benz,3 Series,1998-01-15,PaleGreen,68119.38
3825,Volkswagen,C-Class,2015-04-22,DarkBlue,21707.55
3826,Tesla,Model S,2001-11-16,Red,73946.13
3827,Honda,Golf,2015-12-13,DarkRed,56275.68
3828,Volkswagen,Model S,2010-09-27,FireBrick,5844.51
3829,Tesla,Silverado,2022-03-27,PeachPuff,22391.2
3830,Tesla,C-Class,2003-05-09,RosyBrown,78493.5
3831,Honda,Altima,1994-03-15,FloralWhite,55066.32
3832,Honda,C-Class,1998-06-30,DarkGreen,38335.79
3833,Tesla,Altima,2004-03-28,Crimson,29436.07
3834,Volkswagen,Golf,2022-12-16,GreenYellow,51059.76
3835,Nissan,F-150,2003-01-20,CornflowerBlue,26704.52
3836,Volkswagen,Golf,2009-07-23,Gray,33477.72
3837,Ford,C-Class,2003-03-20,PapayaWhip,69661.7
3838,Toyota,C-Class,2016-07-18,LightCyan,71750.74
3839,Toyota,Golf,2010-02-11,Peru,43776.46
3840,Volkswagen,Corolla,2008-05-02,Khaki,54482.31
3841,Toyota,Model S,2003-09-22,Gray,61973.35
3842,Volkswagen,Altima,1995-05-05,MistyRose,20551.4
3843,Tesla,Civic,2002-03-29,Linen,29973.68
3844,Ford,Civic,1994-07-15,LightGray,18443.37
3845,BMW,F-150,1996-11-14,MediumOrchid,65958.57
3846,Volkswagen,F-150,1999-04-06,CornflowerBlue,44529.41
3847,Honda,Model S,2002-09-19,GreenYellow,53984.37
3848,Audi,C-Class,2009-12-08,Fuchsia,57041.31
3849,Mercedes-Benz,C-Class,2006-05-17,Blue,78312.46
3850,BMW,Civic,2020-03-14,MediumSeaGreen,48306.24
3851,Honda,Golf,2010-05-12,CornflowerBlue,31106.01
3852,Ford,Corolla,2022-08-04,DarkSeaGreen,44802.97
3853,Nissan,Golf,2014-05-11,Cyan,44535.59
3854,BMW,A4,1994-03-21,PaleVioletRed,56660.95
3855,Honda,Altima,2017-01-31,Olive,33973.97
3856,Toyota,Altima,1998-08-05,CornflowerBlue,57087.94
3857,Ford,Model S,2000-02-09,FireBrick,10643.55
3858,Nissan,3 Series,2019-07-23,White,62494.63
3859,Tesla,C-Class,2002-09-22,DarkOliveGreen,39746.19
3860,BMW,Model S,2004-02-15,DarkRed,25356.53
3861,Mercedes-Benz,A4,1997-06-08,Orchid,64269.41
3862,Volkswagen,3 Series,2011-09-21,Snow,22594.03
3863,Honda,3 Series,2017-09-18,Chartreuse,38214.57
3864,Mercedes-Benz,Model S,2004-10-01,DarkBlue,10220.31
3865,Honda,F-150,2016-03-27,DarkSlateBlue,33589.24
3866,Audi,Model S,2003-12-16,LightBlue,58650.7
3867,Audi,C-Class,2002-04-01,DarkCyan,12987.29
3868,Audi,F-150,2004-08-31,Azure,78687.42
3869,Nissan,Model S,2013-09-18,LightSalmon,79116.26
3870,BMW,Civic,1996-04-02,LightYellow,32661.25
3871,Tesla,A4,2012-03-25,MidnightBlue,79364.67
3872,Volkswagen,Altima,1999-03-17,DeepPink,74955.83
3873,Ford,Silverado,2020-09-07,DarkRed,23482.49
3874,Nissan,C-Class,2012-08-25,Thistle,32080.71
3875,Tesla,Altima,1994-06-24,Gainsboro,78665.98
3876,Tesla,Silverado,2016-10-19,LightSeaGreen,26221.9
3877,Audi,A4,2004-11-11,BlanchedAlmond,33731.81
3878,Toyota,F-150,2016-09-05,Lavender,5810.18
3879,Ford,Silverado,2001-10-12,MediumTurquoise,72515.77
3880,Nissan,Silverado,2018-01-27,LightGreen,75557.91
3881,Chevrolet,C-Class,1995-11-20,DarkSeaGreen,57966.31
3882,Toyota,Model S,2011-02-26,Chartreuse,36567.68
3883,Honda,Silverado,1998-03-03,Teal,45430.77
3884,Audi,Civic,1999-02-21,MediumTurquoise,44200.93
3885,Toyota,Civic,2013-05-10,DarkRed,9605.65
3886,Volkswagen,Model S,2001-01-05,Thistle,12316.02
3887,Nissan,F-150,1998-07-16,LightSeaGreen,49494.73
3888,BMW,Model S,2008-01-03,Violet,31095.78
3889,BMW,F-150,2003-03-20,ForestGreen,10699.68
3890,Volkswagen,3 Series,2017-02-13,CadetBlue,10747.3
3891,Ford,A4,2014-03-14,BurlyWood,14483.6
3892,Toyota,Golf,1998-02-12,LemonChiffon,24161.05
3893,Nissan,Silverado,2015-10-29,DarkSlateBlue,56586.27
3894,Mercedes-Benz,C-Class,1999-06-30,DarkTurquoise,57192.94
3895,Nissan,A4,1997-03-19,MistyRose,26050.39
3896,Tesla,Corolla,2008-02-24,LightYellow,26230.09
3897,Chevrolet,A4,1995-01-14,DarkRed,10622.76
3898,Toyota,Golf,2005-04-18,Green,72666.78
3899,Mercedes-Benz,C-Class,2001-07-22,SteelBlue,12487.83
3900,BMW,F-150,2015-07-12,Coral,40046.19
3901,Chevrolet,Golf,2014-08-07,PaleVioletRed,7944.28
